lib	scope	class	typemark	name	dbkind	category
win32ole	stdlib	WIN32OLE_TYPELIB	#	visible?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	.	typelibs	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	ole_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	ole_type_detail	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	to_s	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	value	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	variable_kind	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	varkind	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIABLE	#	visible?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	#	[]	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	#	[]=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	#	value	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	#	value=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	#	vartype	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	.	array	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	::	Empty	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	::	Nothing	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_VARIANT	::	Null	defined	unmeasured(skipped-lib)
yaml/dbm	stdlib	YAML::DBM	#	[]	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	[]=	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	delete	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	delete_if	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	each	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	each_pair	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	each_value	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	fetch	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	has_value?	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	index	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	invert	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	key	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	reject	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	replace	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	select	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	shift	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	store	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	to_a	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	to_hash	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	update	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	values	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	#	values_at	defined	unmeasured(require-failed)
yaml/dbm	stdlib	YAML::DBM	::	VERSION	defined	unmeasured(require-failed)
zlib	stdlib	Zlib::GzipFile	#	path	defined	EXCESS(no-method)
